kanji,components,component_ids,radical,stroke_count,onyomi,onyomi_all,kunyomi,meaning,pinyin,pinyin_initial,pinyin_final,pinyin_tone,nasal_coda,jlpt_level
冦,"[""冖"", ""儿"", ""元"", ""又"", ""攴""]","[349, 301, 304, 578, 2049]",冖,10,コウ,"[""コウ""]",,外から侵入して乱暴を働く賊,kòu,k,ou,4,none,N1+
冢,"[""冖"", ""豕""]","[349, 5106]",冖,10,チョウ,"[""チョウ""]",,土を高く盛った大きな墓,zhǒng,zh,ong,3,ng,N1+
冩,"[""冖"", ""臼"", ""勹""]","[349, 4342, 496]",冖,14,シャ,"[""シャ""]",うつ・す,,xiě,x,ie,3,none,N1+
冪,"[""冖"", ""日"", ""大"", ""巾"", ""幕""]","[349, 2122, 994, 1371, 1401]",冖,15,ベキ,"[""ベキ""]",,覆う、垂れ幕,mì,m,i,4,none,N1+
冫,[],[],冫,2,ヒョウ,"[""ヒョウ""]",,氷,bīng,b,ing,1,ng,N1+
决,"[""冫"", ""人"", ""大"", ""夬""]","[359, 83, 994, 998]",冫,6,ケツ,"[""ケツ""]",き・める,定める、判別する、きっと,jué,j,ue,2,none,N1+
冱,"[""冫"", ""彑"", ""互""]","[359, 1510, 60]",冫,6,ゴ,"[""ゴ""]",,冴える,hù,h,u,4,none,N1+
冲,"[""冫"", ""中""]","[359, 21]",冫,6,チュウ,"[""チュウ""]",,深い、和らぐ、幼少,chōng,ch,ong,1,ng,N1+
冰,"[""冫"", ""水""]","[359, 2682]",冫,6,ヒョウ,"[""ヒョウ""]",こおり,凍る,bīng,b,ing,1,ng,N1+
况,"[""冫"", ""口"", ""儿"", ""兄""]","[359, 593, 301, 305]",冫,7,キョウ,"[""キョウ""]",いわ・んや,まして、様子,kuàng,k,uang,4,ng,N1+
冽,"[""冫"", ""夕"", ""歹"", ""列""]","[359, 985, 2628, 407]",冫,8,レツ,"[""レツ""]",,寒い,liè,l,ie,4,none,N1+
凅,"[""冫"", ""囗"", ""十"", ""口"", ""古"", ""固""]","[359, 816, 527, 593, 594, 828]",冫,10,ク,"[""ク"", ""コ""]",,凍る,gù,g,u,4,none,N1+
凉,"[""冫"", ""亠"", ""口"", ""小"", ""京""]","[359, 69, 593, 1230, 77]",冫,10,リョウ,"[""リョウ""]",すず・しい,,liáng,l,iang,2,ng,N1+
凛,"[""冫"", ""亠"", ""囗"", ""口"", ""回"", ""二"", ""小"", ""示"", ""禀""]","[359, 69, 816, 593, 820, 57, 1230, 3606, 3631]",冫,15,リン,"[""リン""]",,身にしみて寒い,lǐn,l,in,3,n,N1+
几,[],[],几,2,キ,"[""キ""]",,いく,jǐ,j,i,3,none,N1+
處,"[""七"", ""虍"", ""夂"", ""几"", ""処""]","[2, 4670, 980, 380, 382]",虍,11,ショ,"[""ショ""]",ところ,場所、いる,chù,ch,u,4,none,N1+
凩,"[""几"", ""木""]","[380, 2240]",几,6,,[],,こがらし,mù,m,u,4,none,N1+
凭,"[""千"", ""士"", ""壬"", ""任"", ""几""]","[528, 967, 968, 112, 380]",几,8,ヒョウ,"[""ヒョウ"", ""ヘイ""]",もた・れる,寄りかかる,píng,p,ing,2,ng,N1+
凰,"[""几"", ""白"", ""王"", ""皇""]","[380, 3428, 3207, 3434]",几,11,オウ,"[""オウ""]",,,huáng,h,uang,2,ng,N1+
凵,[],[],凵,2,,[],,かんにょう（部首の名）,qiǎn,q,ian,3,n,N1+
凾,"[""凵"", ""口"", ""又""]","[389, 593, 578]",凵,9,カン,"[""カン""]",はこ,箱,hán,h,an,2,n,N1+
刄,"[""刀""]",[396],刀,3,ジン,"[""ジン"", ""ニン""]",は,刀などの刃,rèn,r,en,4,n,N1+
刋,"[""丿""]",[29],刀,5,セン,"[""セン""]",,削る,qiàn,q,ian,4,n,N1+
刔,"[""人"", ""大"", ""夬""]","[83, 994, 998]",刀,6,ケツ,"[""ケツ"", ""ケチ""]",,抉（えぐ）る,jué,j,ue,2,none,N1+
刎,"[""勹"", ""勿""]","[496, 499]",刀,6,フン,"[""フン"", ""ブン""]",は・ねる,首を切る,wěn,w,en,3,n,N1+
刧,"[""土"", ""厶"", ""去""]","[844, 574, 575]",刀,7,キョウ,"[""キョウ"", ""コウ"", ""ゴウ""]",,,jié,j,ie,2,none,N1+
刪,"[""冊""]",[340],刀,7,サン,"[""サン""]",,削る,shān,sh,an,1,n,N1+
刮,"[""千"", ""口"", ""舌""]","[528, 593, 4351]",刀,8,カツ,"[""カツ"", ""ケチ""]",,削り取る,guā,g,ua,1,none,N1+
刳,"[""大"", ""二"", ""夸""]","[994, 57, 1004]",刀,8,コ,"[""コ""]",,えぐる、裂く,kū,k,u,1,none,N1+
刹,"[""木""]",[2240],刀,8,セツ,"[""セツ""]",,仏教徒が寄進する旗柱、寺,shā,sh,a,1,none,N1+
剏,"[""廾"", ""并""]","[1472, 1412]",刀,9,ソウ,"[""ソウ""]",,はじめ、始める,chuàng,ch,uang,4,ng,N1+
剄,"[""巛"", ""工""]","[1352, 1357]",刀,9,ケイ,"[""ケイ""]",,刀で首をかき切る,jǐng,j,ing,3,ng,N1+
剋,"[""十"", ""口"", ""儿"", ""克""]","[527, 593, 301, 311]",刀,9,コク,"[""コク""]",かつ,打ち勝つ、刻む,kè,k,e,4,none,N1+
剌,"[""口"", ""木"", ""束""]","[593, 2240, 2266]",刀,9,ラツ,"[""ラツ"", ""ラチ""]",,,lá,l,a,2,none,N1+
剞,"[""大"", ""丁"", ""口"", ""可"", ""奇""]","[994, 1, 593, 603, 1007]",刀,10,キ,"[""キ""]",きざ・む,刻む,jī,j,i,1,none,N1+
剔,"[""日"", ""勹"", ""勿"", ""易""]","[2122, 496, 499, 2140]",刀,10,テキ,"[""テキ""]",,削ぐ、抉る,tī,t,i,1,none,N1+
剪,"[""月"", ""前"", ""刀""]","[2225, 429, 396]",刀,12,セン,"[""セン""]",,切る,jiǎn,j,ian,3,n,N1+
剴,"[""山"", ""口"", ""豆"", ""豈""]","[1271, 593, 5100, 5101]",刀,12,ガイ,"[""ガイ""]",,当たる、切る,kǎi,k,ai,3,none,N1+
剩,"[""千"", ""木"", ""禾"", ""匕"", ""北"", ""乘""]","[528, 2240, 3649, 508, 510, 40]",刀,12,ジョウ,"[""ジョウ""]",,余る、その上に,shèng,sh,eng,4,ng,N1+
剳,"[""口"", ""合"", ""荅""]","[593, 615, 4459]",刀,11,サツ,"[""サツ"", ""トウ""]",,メモ,dá,d,a,2,none,N1+
剿,"[""巛"", ""日"", ""木"", ""果""]","[1352, 2122, 2240, 2294]",刀,13,ソウ,"[""ソウ"", ""ショウ""]",,絶つ、取る,jiǎo,j,iao,3,none,N1+
剽,"[""西"", ""二"", ""小"", ""示"", ""票""]","[4899, 57, 1230, 3606, 3626]",刀,13,ヒョウ,"[""ヒョウ""]",,脅（おびや）かす、かすめる,piāo,p,iao,1,none,N1+
劍,"[""口"", ""人"", ""从"", ""僉""]","[593, 83, 93, 265]",刀,15,ケン,"[""ケン""]",つるぎ,まっすぐで両側に刃がある刀,jiàn,j,ian,4,n,N1+
劔,"[""口"", ""人"", ""从"", ""僉"", ""刀"", ""刄""]","[593, 83, 93, 265, 396, 398]",刀,16,ケン,"[""ケン""]",つるぎ,まっすぐで両側に刃がある刀,jiàn,j,ian,4,n,N1+
劒,"[""口"", ""人"", ""从"", ""僉"", ""刀""]","[593, 83, 93, 265, 396]",刀,16,ケン,"[""ケン""]",つるぎ,まっすぐで両側に刃がある刀,jiàn,j,ian,4,n,N1+
剱,"[""口"", ""人"", ""刀""]","[593, 83, 396]",刀,11,ケン,"[""ケン""]",つるぎ,まっすぐで両側に刃がある刀,jiàn,j,ian,4,n,N1+
劈,"[""尸"", ""口"", ""立"", ""十"", ""辛"", ""辟"", ""刀""]","[1241, 593, 3738, 527, 5333, 5336, 396]",刀,15,ヘキ,"[""ヘキ""]",つんざ・く,,pī,p,i,1,none,N1+
劑,"[""亠"", ""刀"", ""二"", ""小"", ""示"", ""齋""]","[69, 396, 57, 1230, 3606, 6327]",刀,16,ザイ,"[""ザイ""]",,薬を調合する、薬,jì,j,i,4,none,N1+
辨,"[""立"", ""十"", ""辛""]","[3738, 527, 5333]",辛,16,ベン,"[""ベン"", ""ヘン""]",わきま・える,,biàn,b,ian,4,n,N1+
辧,"[""立"", ""十"", ""辛"", ""刀""]","[3738, 527, 5333, 396]",辛,16,ベン,"[""ベン"", ""ヘン""]",わきま・える,,biàn,b,ian,4,n,N1+
劬,"[""勹"", ""口"", ""句"", ""力""]","[496, 593, 595, 457]",力,7,ク,"[""ク"", ""グ""]",,疲れる,qú,q,u,2,none,N1+
劭,"[""刀"", ""口"", ""召"", ""力""]","[396, 593, 600, 457]",力,7,ショウ,"[""ショウ""]",,努める,shào,sh,ao,4,none,N1+
劼,"[""士"", ""口"", ""吉"", ""力""]","[967, 593, 616, 457]",力,8,カツ,"[""カツ"", ""ケチ""]",,慎む,jié,j,ie,2,none,N1+
劵,"[""大"", ""夫"", ""力""]","[994, 997, 457]",力,8,ケン,"[""ケン""]",,疲れる,juàn,j,uan,4,n,N1+
勁,"[""巛"", ""工"", ""力""]","[1352, 1357, 457]",力,9,ケイ,"[""ケイ""]",,強い,jìn,j,in,4,n,N1+
勍,"[""亠"", ""口"", ""小"", ""京"", ""力""]","[69, 593, 1230, 77, 457]",力,10,ケイ,"[""ケイ""]",,強い,qíng,q,ing,2,ng,N1+
勗,"[""日"", ""且"", ""力"", ""助""]","[2122, 12, 457, 461]",力,11,キョク,"[""キョク""]",,つとめる、はげむ,xù,x,u,4,none,N1+
勞,"[""人"", ""火"", ""冖"", ""力""]","[83, 3012, 349, 457]",力,12,ロウ,"[""ロウ""]",いた・わる、ねぎら・う,力を尽くして仕事に励む,láo,l,ao,2,none,N1+
勣,"[""貝"", ""責"", ""力""]","[5126, 5136, 457]",力,13,セキ,"[""セキ"", ""シャク""]",,,jī,j,i,1,none,N1+
勦,"[""巛"", ""日"", ""木"", ""果"", ""力""]","[1352, 2122, 2240, 2294, 457]",力,13,ソウ,"[""ソウ""]",,掠める、盗む、滅ぼす,chāo,ch,ao,1,none,N1+
飭,"[""艮"", ""良"", ""食"", ""力""]","[4387, 4388, 5957, 457]",食,13,チョク,"[""チョク""]",,慎み正す,chì,ch,i,4,none,N1+
勠,"[""羽"", ""彡"", ""力""]","[4151, 1517, 457]",力,13,リク,"[""リク""]",,合わせる,lù,l,u,4,none,N1+
勳,"[""千"", ""土"", ""熏"", ""力""]","[528, 844, 3067, 457]",力,16,クン,"[""クン""]",いさお,手柄,xūn,x,un,1,n,N1+
勵,"[""厂"", ""日"", ""禺"", ""萬"", ""力""]","[559, 2122, 3647, 4522, 457]",力,16,レイ,"[""レイ""]",はげ・ます,強く力づける,lì,l,i,4,none,N1+
勸,"[""口"", ""隹"", ""力""]","[593, 5794, 457]",力,19,カン,"[""カン""]",すす・める,口を揃え、又は、繰返しすすめる,quàn,q,uan,4,n,N1+
勹,[],[],勹,2,ホウ,"[""ホウ""]",,包む,bāo,b,ao,1,none,N1+
匆,"[""勹"", ""勿""]","[496, 499]",勹,5,ソウ,"[""ソウ"", ""ス""]",,慌しい、急ぐ,cōng,c,ong,1,ng,N1+
匈,"[""勹"", ""凵"", ""凶""]","[496, 389, 390]",勹,6,キョウ,"[""キョウ""]",,,xiōng,x,iong,1,ng,N1+
甸,"[""勹"", ""田""]","[496, 3303]",田,7,デン,"[""デン"", ""テン""]",,郊外、地名,diān,d,ian,1,n,N1+
匍,"[""勹"", ""甫""]","[496, 3301]",勹,9,ホ,"[""ホ""]",,腹を地面につける,pú,p,u,2,none,N1+
匐,"[""勹"", ""口"", ""田""]","[496, 593, 3303]",勹,11,フク,"[""フク""]",,腹這う,fú,f,u,2,none,N1+
匏,"[""大"", ""二"", ""夸"", ""勹""]","[994, 57, 1004, 496]",勹,11,ホウ,"[""ホウ""]",,ひさご（うりの一種）,páo,p,ao,2,none,N1+
匕,[],[],匕,2,ヒ,"[""ヒ""]",,さじ（匙）,bǐ,b,i,3,none,N1+
匚,[],[],匚,2,,[],,はこがまえ（部首の名）,fāng,f,ang,1,ng,N1+
匣,"[""匚"", ""日"", ""甲""]","[512, 2122, 3305]",匚,7,コウ,"[""コウ""]",,箱,xiá,x,ia,2,none,N1+
匯,"[""匚"", ""隹"", ""淮""]","[512, 5794, 2826]",匚,14,ワイ,"[""ワイ"", ""カイ""]",,水が集まる、水が巡る,huì,h,ui,4,none,N1+
匱,"[""匚"", ""目"", ""貝"", ""貴""]","[512, 3470, 5126, 5143]",匚,15,キ,"[""キ"", ""ギ""]",,,guì,g,ui,4,none,N1+
匳,"[""匚"", ""口"", ""人"", ""从"", ""僉""]","[512, 593, 83, 93, 265]",匚,16,レン,"[""レン""]",,（櫛や鏡を入れる）小箱,lián,l,ian,2,n,N1+
匸,[],[],匸,2,,[],,かくしがまえ（部首の名）,xì,x,i,4,none,N1+
區,"[""匚"", ""口"", ""品""]","[512, 593, 685]",匚,12,ク,"[""ク""]",,,qū,q,u,1,none,N1+
卆,"[""九"", ""十""]","[42, 527]",十,4,ソツ,"[""ソツ""]",,兵隊、死ぬ、終わる,zú,z,u,2,none,N1+
卅,"[""川"", ""一""]","[1353, 0]",十,4,ソウ,"[""ソウ""]",さんじゅう,三十,sà,s,a,4,none,N1+
丗,"[""一""]",[0],一,5,セイ,"[""セイ"", ""セ""]",よ,世の中、時代の区分,shì,sh,i,4,none,N1+
卉,"[""十"", ""廾""]","[527, 1472]",十,5,キ,"[""キ""]",,（栽培した）草,huì,h,ui,4,none,N1+
卍,"[""十""]",[527],十,6,マン,"[""マン"", ""バン""]",まんじ,,wàn,w,an,4,n,N1+
凖,"[""冫"", ""隹"", ""准"", ""十""]","[359, 5794, 372, 527]",冫,12,ジュン,"[""ジュン""]",なぞら・える,真似る、倣う,zhǔn,zh,un,3,n,N1+
卞,"[""卜"", ""下""]","[543, 7]",卜,4,ベン,"[""ベン"", ""ヘン""]",,,biàn,b,ian,4,n,N1+
卩,[],[],卩,2,セツ,"[""セツ"", ""セチ""]",,ふし（節）,jié,j,ie,2,none,N1+
卮,[],[],卩,5,シ,"[""シ""]",,さかずき（四升入りのまるい大杯）,zhī,zh,i,1,none,N1+
夘,"[""夕"", ""卩""]","[985, 547]",夕,5,ボウ,"[""ボウ""]",う,兎（動物）,mǎo,m,ao,3,none,N1+
卻,"[""口"", ""谷"", ""卩""]","[593, 5096, 547]",卩,9,キャク,"[""キャク""]",かえ・って,退く、予期に反して,què,q,ue,4,none,N1+
卷,"[""大"", ""夫""]","[994, 997]",卩,8,カン,"[""カン"", ""ケン""]",ま・く,,juǎn,j,uan,3,n,N1+
厂,[],[],厂,2,カン,"[""カン""]",,岸、崖、雁,chǎng,ch,ang,3,ng,N1+
厖,"[""厂"", ""尢"", ""尤"", ""彡"", ""尨""]","[559, 1236, 1237, 1517, 1238]",厂,9,ボウ,"[""ボウ""]",,大きい、厚い,páng,p,ang,2,ng,N1+
厠,"[""厂"", ""則""]","[559, 425]",厂,11,シ,"[""シ""]",かわや,便所,cè,c,e,4,none,N1+
厦,"[""厂"", ""夏""]","[559, 983]",厂,12,カ,"[""カ""]",,大きな家,shà,sh,a,4,none,N1+
厥,"[""厂"", ""屮"", ""人"", ""欠""]","[559, 1269, 83, 2595]",厂,12,ケツ,"[""ケツ""]",,その、のぼせ、短い,jué,j,ue,2,none,N1+
厮,"[""厂"", ""其"", ""斤"", ""斯""]","[559, 331, 2095, 2101]",厂,14,シ,"[""シ""]",,小者、僕（しもべ）、召し使い,sī,s,i,1,none,N1+
厰,"[""厂"", ""小"", ""冂"", ""尚"", ""攵"", ""敞""]","[559, 1230, 336, 1234, 2050, 2069]",厂,14,ショウ,"[""ショウ""]",,壁のない吹き抜けの部屋、人が集まる大きな建物,chǎng,ch,ang,3,ng,N1+
厶,[],[],厶,2,ホウ,"[""ホウ""]",,某（それがし）,sī,s,i,1,none,N1+
參,"[""厶"", ""彡""]","[574, 1517]",厶,11,サン,"[""サン""]",,,cān,c,an,1,n,N1+
簒,"[""竹"", ""目"", ""大"", ""厶""]","[3761, 3470, 994, 574]",竹,17,サン,"[""サン""]",,奪い取る,cuàn,c,uan,4,n,N1+
雙,"[""隹"", ""又""]","[5794, 578]",隹,18,ソウ,"[""ソウ""]",ふた,二つで一揃いとなっているもの、二つ,shuāng,sh,uang,1,ng,N1+
叟,"[""臼"", ""又""]","[4342, 578]",又,10,ス,"[""ス"", ""ソウ""]",,翁（おきな）、老人,sǒu,s,ou,3,none,N1+
曼,"[""日"", ""又""]","[2122, 578]",日,11,マン,"[""マン""]",,長い、広い、美しい,màn,m,an,4,n,N1+
燮,"[""人"", ""火"", ""言"", ""又""]","[83, 3012, 4935, 578]",又,15,ショウ,"[""ショウ""]",,やわらげる、ととのえる、治める,xiè,x,ie,4,none,N1+
叮,"[""口"", ""丁""]","[593, 1]",口,5,テイ,"[""テイ""]",,,dīng,d,ing,1,ng,N1+
叨,"[""口"", ""刀""]","[593, 396]",口,5,トウ,"[""トウ""]",,妄（みだ）りに、貪（むさぼ）る,dāo,d,ao,1,none,N1+
叭,"[""口"", ""八""]","[593, 325]",口,5,ハ,"[""ハ"", ""ハツ""]",,開く,bā,b,a,1,none,N1+
叺,"[""口"", ""入""]","[593, 321]",口,5,,[],かます,藁（わら）や筵（むしろ）で作った袋や入れ物,chǐ,ch,i,3,none,N1+
吁,"[""口"", ""二"", ""亅"", ""于""]","[593, 57, 51, 58]",口,6,ウ,"[""ウ"", ""ク""]",,ああ（驚きの声）、嘆く,xū,x,u,1,none,N1+
吽,"[""口"", ""牛""]","[593, 3125]",口,7,コウ,"[""コウ"", ""ゴウ""]",,（牛が）ほえる,hōng,h,ong,1,ng,N1+
呀,"[""口"", ""牙""]","[593, 3124]",口,7,ガ,"[""ガ"", ""ゲ""]",,口を開ける、口を開けて笑う,ya,y,a,5,none,N1+
听,"[""口"", ""斤""]","[593, 2095]",口,7,キン,"[""キン""]",,笑う、大きく口を開けたさま,tīng,t,ing,1,ng,N1+
吭,"[""口"", ""亠"", ""几"", ""亢""]","[593, 69, 380, 71]",口,7,コウ,"[""コウ""]",,咽喉（のど）,kēng,k,eng,1,ng,N1+
吼,"[""口"", ""子"", ""孑"", ""孔""]","[593, 1128, 1129, 1130]",口,7,コウ,"[""コウ""]",ほ・える,牛などが鳴く,hǒu,h,ou,3,none,N1+
吮,"[""口"", ""厶"", ""儿"", ""允""]","[593, 574, 301, 303]",口,7,セン,"[""セン"", ""シュン""]",,吸う,shǔn,sh,un,3,n,N1+
吶,"[""口"", ""冂"", ""入""]","[593, 336, 321]",口,7,トツ,"[""トツ""]",,吃（ども）る,nà,n,a,4,none,N1+
吩,"[""口"", ""刀"", ""分""]","[593, 396, 399]",口,7,フン,"[""フン"", ""ホン""]",,吐く,fēn,f,en,1,n,N1+
吝,"[""亠"", ""乂"", ""文"", ""口""]","[69, 30, 2082, 593]",口,7,リン,"[""リン""]",やぶさ・か,,lìn,l,in,4,n,N1+
呎,"[""口"", ""尺""]","[593, 1243]",口,7,,[],フィート,長さの単位,chǐ,ch,i,3,none,N1+
咏,"[""口"", ""永""]","[593, 2684]",口,8,エイ,"[""エイ"", ""ヨウ""]",,,yǒng,y,ong,3,ng,N1+
呵,"[""口"", ""丁"", ""可""]","[593, 1, 603]",口,8,カ,"[""カ""]",,叱る、笑う,hē,h,e,1,none,N1+
咎,"[""夂"", ""人"", ""口""]","[980, 83, 593]",口,8,キュウ,"[""キュウ""]",とが、とが・める,わざわい、過失,jiù,j,iu,4,none,N1+
呟,"[""口"", ""亠"", ""幺"", ""玄""]","[593, 69, 1415, 3204]",口,8,ゲン,"[""ゲン"", ""ケン""]",つぶや・く,ぶつぶつ言う,juǎn,j,uan,3,n,N1+
呱,"[""口"", ""爪"", ""瓜""]","[593, 3103, 3269]",口,9,コ,"[""コ""]",,子供が声を立てて泣く,gū,g,u,1,none,N1+
呷,"[""口"", ""甲""]","[593, 3305]",口,8,キョウ,"[""キョウ"", ""コウ""]",あお・る,酒や水などをがぶ飲みする,gā,g,a,1,none,N1+
呰,"[""止"", ""匕"", ""此"", ""口""]","[2618, 508, 2620, 593]",口,9,シ,"[""シ""]",,そしる、きず,zǐ,z,i,3,none,N1+
咒,"[""口"", ""几""]","[593, 380]",口,8,ジュ,"[""ジュ"", ""ズ"", ""シュ""]",のろ・う,神に祈って人を不吉なめにあわせようとする,zhòu,zh,ou,4,none,N1+
呻,"[""口"", ""申""]","[593, 3306]",口,8,シン,"[""シン""]",うめ・く,唸る,shēn,sh,en,1,n,N1+
咀,"[""口"", ""且""]","[593, 12]",口,8,ソ,"[""ソ""]",,噛む、食らう,jǔ,j,u,3,none,N1+
呶,"[""口"", ""女"", ""又"", ""奴""]","[593, 1028, 578, 1029]",口,8,ド,"[""ド"", ""トウ"", ""ニョウ""]",,かまびすしい、くどくどしい,náo,n,ao,2,none,N1+
咄,"[""口"", ""出""]","[593, 393]",口,8,トツ,"[""トツ""]",,話、叱る,duō,d,uo,1,none,N1+
咐,"[""口"", ""寸"", ""付""]","[593, 1214, 99]",口,8,フ,"[""フ""]",,息を吹く、うそぶく,fù,f,u,4,none,N1+
咆,"[""口"", ""勹"", ""巳""]","[593, 496, 1365]",口,8,ホウ,"[""ホウ""]",ほ・える,,páo,p,ao,2,none,N1+
哇,"[""口"", ""土"", ""圭""]","[593, 844, 848]",口,9,アイ,"[""アイ""]",,吐く,wa,w,a,5,none,N1+
咢,"[""口""]",[593],口,9,ガク,"[""ガク""]",,驚く、鼓を打つ,è,,e,4,none,N1+
咸,"[""口"", ""厂"", ""戈""]","[593, 559, 1781]",口,9,カン,"[""カン""]",,みな、ことごとく,xián,x,ian,2,n,N1+
咥,"[""口"", ""厶"", ""土"", ""至""]","[593, 574, 844, 4338]",口,9,テツ,"[""テツ""]",くわ・える,口でつかむ,xì,x,i,4,none,N1+
咬,"[""口"", ""亠"", ""乂"", ""父"", ""交""]","[593, 69, 30, 3109, 72]",口,9,コウ,"[""コウ""]",か・む,噛む,yǎo,y,ao,3,none,N1+
哄,"[""口"", ""共""]","[593, 329]",口,9,コウ,"[""コウ""]",,騙す、大声で笑う,hǒng,h,ong,3,ng,N1+
哈,"[""口"", ""合""]","[593, 615]",口,9,コウ,"[""コウ""]",,笑う,hā,h,a,1,none,N1+
咨,"[""冫"", ""人"", ""欠"", ""次"", ""口""]","[359, 83, 2595, 2596, 593]",口,9,シ,"[""シ""]",,諮（はか）る、相談する,zī,z,i,1,none,N1+
咫,"[""尺"", ""口"", ""只""]","[1243, 593, 598]",口,9,シ,"[""シ""]",,長さの単位,zhǐ,zh,i,3,none,N1+
哂,"[""口"", ""西""]","[593, 4899]",口,9,シン,"[""シン""]",,笑う、微笑む,shěn,sh,en,3,n,N1+
咤,"[""口"", ""宀"", ""宅""]","[593, 1151, 1153]",口,9,タ,"[""タ""]",,舌打ちする、叱る,zhà,zh,a,4,none,N1+
咾,"[""口"", ""土"", ""丿"", ""匕"", ""老""]","[593, 844, 29, 508, 4171]",口,9,ロウ,"[""ロウ""]",,こえ,lǎo,l,ao,3,none,N1+
咼,"[""冂"", ""口""]","[336, 593]",口,9,カ,"[""カ"", ""カイ""]",,口がゆがむ,guō,g,uo,1,none,N1+
哘,"[""口"", ""彳"", ""行""]","[593, 1527, 4801]",口,9,,[],さそう,誘う,xing,x,ing,5,ng,N1+
哥,"[""口"", ""丁"", ""可""]","[593, 1, 603]",口,10,カ,"[""カ""]",,兄、うた（歌）,gē,g,e,1,none,N1+
哦,"[""口"", ""戈"", ""我""]","[593, 1781, 1788]",口,10,ガ,"[""ガ""]",,うたう,ó,,o,2,none,N1+
唏,"[""口"", ""巾"", ""布"", ""希""]","[593, 1371, 1373, 1376]",口,10,キ,"[""キ""]",,嘆く、泣く,xī,x,i,1,none,N1+
唔,"[""口"", ""五"", ""口"", ""吾""]","[593, 61, 593, 641]",口,10,ゴ,"[""ゴ""]",,,wú,w,u,2,none,N1+
哽,"[""口"", ""日"", ""丈"", ""更""]","[593, 2122, 4, 2214]",口,10,コウ,"[""コウ""]",,むせぶ,gěng,g,eng,3,ng,N1+
哮,"[""口"", ""土"", ""考""]","[593, 844, 4172]",口,10,コウ,"[""コウ""]",,ほえる,xiāo,x,iao,1,none,N1+
哭,"[""口"", ""口"", ""大"", ""犬""]","[593, 593, 994, 3146]",口,10,コク,"[""コク""]",,大声を上げて泣く,kū,k,u,1,none,N1+
哺,"[""口"", ""甫""]","[593, 3301]",口,10,ホ,"[""ホ""]",,育む、食物を与えて育てる,bǔ,b,u,3,none,N1+
哢,"[""口"", ""王"", ""廾"", ""弄""]","[593, 3207, 1472, 1476]",口,10,ロウ,"[""ロウ""]",,囀（さえず）る,lòng,l,ong,4,ng,N1+
唹,"[""口"", ""亠"", ""万"", ""方"", ""於""]","[593, 69, 3, 2104, 2105]",口,11,オ,"[""オ"", ""ヨ""]",,,yū,y,u,1,none,N1+
啀,"[""口"", ""厂"", ""土"", ""圭""]","[593, 559, 844, 848]",口,11,ガイ,"[""ガイ""]",,互いに敵意をもって争う,ái,,ai,2,none,N1+
啣,"[""口"", ""止"", ""卩"", ""卸""]","[593, 2618, 547, 556]",口,12,ガン,"[""ガン"", ""カン""]",,含む,xián,x,ian,2,n,N1+
啌,"[""口"", ""宀"", ""穴"", ""工"", ""空""]","[593, 1151, 3707, 1357, 3710]",口,11,コウ,"[""コウ""]",,,xiāng,x,iang,1,ng,N1+
售,"[""隹"", ""口""]","[5794, 593]",口,11,シュウ,"[""シュウ""]",,売る,shòu,sh,ou,4,none,N1+
啜,"[""口"", ""又"", ""双""]","[593, 578, 582]",口,11,セツ,"[""セツ"", ""テツ""]",,すする、すすり泣く,chuài,ch,uai,4,none,N1+
啅,"[""口"", ""日"", ""十"", ""卓""]","[593, 2122, 527, 538]",口,11,タク,"[""タク"", ""チョウ"", ""トウ""]",,,zhuó,zh,uo,2,none,N1+
啖,"[""口"", ""人"", ""火"", ""炎""]","[593, 83, 3012, 3020]",口,11,タン,"[""タン""]",,喰（くら）う,dàn,d,an,4,n,N1+
啗,"[""口"", ""刀"", ""臼""]","[593, 396, 4342]",口,11,タン,"[""タン""]",,喰（くら）う,dàn,d,an,4,n,N1+
唸,"[""口"", ""今"", ""心"", ""念""]","[593, 90, 1563, 1578]",口,11,テン,"[""テン""]",うな・る,苦しんで声を出す,niàn,n,ian,4,n,N1+
唳,"[""口"", ""尸"", ""戸"", ""大"", ""戻""]","[593, 1241, 1806, 994, 1807]",口,10,レイ,"[""レイ""]",,,lì,l,i,4,none,N1+
啝,"[""口"", ""千"", ""木"", ""禾"", ""和""]","[593, 528, 2240, 3649, 666]",口,11,カ,"[""カ""]",,したがう,hé,h,e,2,none,N1+
喙,"[""口"", ""彑"", ""豕"", ""彖""]","[593, 1510, 5106, 1512]",口,12,カイ,"[""カイ""]",,吐く,huì,h,ui,4,none,N1+
喀,"[""口"", ""宀"", ""夂"", ""各"", ""客""]","[593, 1151, 980, 614, 1170]",口,12,カク,"[""カク""]",,吐く,kā,k,a,1,none,N1+
咯,"[""口"", ""夂"", ""各""]","[593, 980, 614]",口,9,カク,"[""カク""]",,吐く,gē,g,e,1,none,N1+
喊,"[""口"", ""厂"", ""口"", ""戊"", ""咸""]","[593, 559, 593, 1783, 680]",口,12,カン,"[""カン""]",,叫ぶ、大勢が一斉に叫ぶ,hǎn,h,an,3,n,N1+
喟,"[""口"", ""田"", ""月"", ""胃""]","[593, 3303, 2225, 4239]",口,12,キ,"[""キ""]",,嘆く,kuì,k,ui,4,none,N1+
